
2026-03-09 05:11:20,LPB,42.25,45.2,39.3,127820,39.4,1030,39.5,1180,39.6,1800,39.6,100,-6.3,39.7,290,39.85,80,39.9,130,42.05,41.01,39.6,NA,NA,8330,14080
2026-03-09 05:11:20,MBB,26.7,28.55,24.85,4395570,NA,NA,NA,NA,NA,NA,24.85,30,-6.9,24.85,714960,24.9,38820,24.95,48750,25.65,24.93,24.85,NA,NA,151970,154030
2026-03-09 05:11:20,MSN,73.3,78.4,68.2,350200,NA,NA,NA,NA,NA,NA,68.2,10,-7,68.2,614750,68.3,2500,68.4,1740,70,68.22,68.2,NA,NA,7531,31630
2026-03-09 05:11:21,MWG,82.7,88.4,77,346510,NA,NA,NA,NA,NA,NA,77,40,-6.9,77,865970,77.1,300,77.2,370,77,77,77,NA,NA,53591,4068
2026-03-09 05:11:21,PLX,62,66.3,57.7,1089680,NA,NA,NA,NA,NA,NA,57.7,20,-6.9,57.7,32370,57.8,3180,57.9,2650,65.9,59.84,57.7,NA,NA,73980,271010
2026-03-09 05:11:21,SAB,45.6,48.75,42.45,243860,NA,NA,NA,NA,NA,NA,42.45,50,-6.9,42.45,2140,42.5,4330,42.55,1590,44,42.62,42.45,NA,NA,10400,6980
2026-03-09 05:11:21,SHB,15.4,16.45,14.35,2980060,NA,NA,NA,NA,NA,NA,14.35,30,-6.8,14.35,3872030,14.4,172080,14.45,156680,14.9,14.4,14.35,NA,NA,7680,24298
2026-03-09 05:11:21,SSB*,17,18.15,15.85,121160,15.95,6530,16,770,16.05,20,16.05,10,-5.6,16.1,1430,16.15,3080,16.2,2610,16.65,16.29,16,NA,NA,5160,5440
2026-03-09 05:11:21,SSI,31.5,33.7,29.3,2627820,NA,NA,NA,NA,NA,NA,29.3,60,-7,29.3,3631800,29.35,85720,29.4,54280,29.45,29.3,29.3,NA,NA,29430,10150
2026-03-09 05:11:21,STB,63.8,68.2,59.4,1970220,59.5,30070,59.6,11530,59.7,4780,59.8,10,-6.3,59.8,1250,59.9,1640,60,3630,62.2,60.5,59.4,NA,NA,441340,481130
2026-03-09 05:11:21,TCB,31.45,33.65,29.25,2078960,NA,NA,NA,NA,NA,NA,29.25,100,-7,29.25,591750,29.3,79520,29.35,48380,29.8,29.27,29.25,NA,NA,258194,104723
2026-03-09 05:11:21,TPB,16.85,18,15.7,1658720,NA,NA,NA,NA,NA,NA,15.7,50,-6.8,15.7,444460,15.75,47650,15.8,24060,16.5,15.74,15.7,NA,NA,56005,97220
2026-03-09 05:11:21,VCB,61.6,65.9,57.3,1717670,NA,NA,NA,NA,NA,NA,57.3,10,-7,57.3,206620,57.4,12110,57.5,7050,59.7,57.44,57.3,NA,NA,90291,170950
2026-03-09 05:11:21,VHM,95,101.6,88.4,1101420,NA,NA,NA,NA,88.4,17260,88.4,100,-6.9,88.5,500,88.6,1180,88.7,120,89.9,88.44,88.4,NA,NA,59841,245580
2026-03-09 05:11:21,VIB,16.7,17.85,15.55,1436120,NA,NA,NA,NA,NA,NA,15.55,30,-6.9,15.55,56460,15.6,48330,15.65,12230,15.9,15.59,15.55,NA,NA,23810,29330
2026-03-09 05:11:21,VIC,156.5,167.4,145.6,416770,NA,NA,NA,NA,NA,NA,145.6,10,-7,145.6,350,146,1240,146.3,120,156,146.34,145.6,NA,NA,202372,192676
2026-03-09 05:11:21,VJC,156.4,167.3,145.5,47750,NA,NA,NA,NA,NA,NA,145.6,20,-6.9,145.7,200,146,360,146.2,70,149.6,146.22,145.5,NA,NA,1580,17160
2026-03-09 05:11:21,VNM,62.4,66.7,58.1,1075640,NA,NA,NA,NA,NA,NA,58.1,10,-6.9,58.1,245160,58.2,6360,58.3,6600,59.1,58.28,58.1,NA,NA,173935,142752
2026-03-09 05:11:21,VPB,26.65,28.5,24.8,1489880,NA,NA,NA,NA,NA,NA,24.8,10,-6.9,24.8,1609840,24.85,68230,24.9,13520,25.2,24.81,24.8,NA,NA,23621,109560
2026-03-09 05:11:21,VPL,76.7,82,71.4,90960,NA,NA,NA,NA,NA,NA,71.4,10,-6.9,71.4,8440,71.5,430,71.8,360,76.1,71.56,71.4,NA,NA,11030,23780
2026-03-09 05:11:21,VRE,26.25,28.05,24.45,235320,NA,NA,NA,NA,NA,NA,24.45,50,-6.9,24.45,343860,24.5,9220,24.55,350,25,24.46,24.45,NA,NA,10705,78980
2026-03-09 06:11:01,ACB,23.3,24.9,21.7,2674190,NA,NA,NA,NA,NA,NA,21.7,30,-6.9,21.7,672010,21.75,84280,21.8,14590,22.65,21.8,21.7,NA,NA,28721,305420
2026-03-09 06:11:01,BID,43.55,46.55,40.55,444660,NA,NA,NA,NA,NA,NA,40.55,50,-6.9,40.55,435400,40.6,5090,40.65,3420,41,40.58,40.55,NA,NA,18845,51400
2026-03-09 06:11:01,CTG,35.65,38.1,33.2,1462410,NA,NA,NA,NA,NA,NA,33.2,80,-6.9,33.2,601980,33.25,28760,33.3,20070,33.5,33.21,33.2,NA,NA,6521,135740
2026-03-09 06:11:01,DGC,73.1,78.2,68,806120,71.5,220,71.6,190,71.7,120,71.8,20,-1.8,71.8,530,71.9,390,72,960,77.2,73.86,70,NA,NA,49030,119939
2026-03-09 06:11:01,FPT*,81.6,87.3,75.9,1602930,NA,NA,NA,NA,NA,NA,75.9,960,-7,75.9,691910,76,23690,76.1,6460,76.7,75.96,75.9,NA,NA,120082,319924
2026-03-09 06:11:01,GAS,112.1,119.9,104.3,412720,NA,NA,NA,NA,NA,NA,104.3,10,-7,104.3,26140,104.4,3040,104.5,110,116.3,108.54,104.3,NA,NA,60480,34324
2026-03-09 06:11:01,GVR,37.75,40.35,35.15,162260,NA,NA,NA,NA,NA,NA,35.15,20,-6.9,35.15,508580,35.2,24260,35.3,1110,35.15,35.15,35.15,NA,NA,10530,49158752
2026-03-09 06:11:01,HDB,25.9,27.7,24.1,2129450,NA,NA,NA,NA,NA,NA,24.1,70,-6.9,24.1,205140,24.15,19080,24.2,5870,25.5,24.14,24.1,NA,NA,92843,204523
2026-03-09 06:11:01,HPG,27.25,29.15,25.35,8701940,NA,NA,NA,NA,NA,NA,25.35,200,-7,25.35,1226610,25.4,63940,25.45,20070,26.15,25.43,25.35,NA,NA,490330,449451
2026-03-09 06:11:01,LPB,42.25,45.2,39.3,153470,40.2,60,40.3,350,40.35,1920,40.35,20,-4.5,40.4,1570,40.45,4300,40.5,4540,42.05,40.85,39.5,NA,NA,9730,16460
2026-03-09 06:11:01,MBB,26.7,28.55,24.85,4593180,NA,NA,NA,NA,NA,NA,24.85,1000,-6.9,24.85,637150,24.9,39040,24.95,49050,25.65,24.92,24.85,NA,NA,151970,154030
2026-03-09 06:11:01,MSN,73.3,78.4,68.2,371390,NA,NA,NA,NA,NA,NA,68.2,240,-7,68.2,621360,68.3,3120,68.4,1810,70,68.22,68.2,NA,NA,8052,31630
2026-03-09 06:11:01,MWG,82.7,88.4,77,372150,NA,NA,NA,NA,NA,NA,77,840,-6.9,77,875480,77.1,300,77.2,470,77,77,77,NA,NA,54312,9318
2026-03-09 06:11:01,PLX,62,66.3,57.7,1118980,NA,NA,NA,NA,NA,NA,57.7,50,-6.9,57.7,119040,57.8,3570,57.9,670,65.9,59.78,57.7,NA,NA,74081,271365
2026-03-09 06:11:01,SAB,45.6,48.75,42.45,273240,42.45,1840,42.5,2130,42.55,1500,42.55,500,-6.7,42.6,970,42.65,1710,42.7,120,44,42.61,42.45,NA,NA,19950,6980
2026-03-09 06:11:01,SHB,15.4,16.45,14.35,4246780,NA,NA,NA,NA,NA,NA,14.35,500,-6.8,14.35,3091670,14.4,171550,14.45,161030,14.9,14.38,14.35,NA,NA,17150,26298
2026-03-09 06:11:01,SSB*,17,18.15,15.85,134360,16,1000,16.05,330,16.1,520,16.15,10,-5,16.15,390,16.2,2940,16.25,1220,16.65,16.27,15.95,NA,NA,5500,5440
2026-03-09 06:11:01,SSI,31.5,33.7,29.3,2684990,NA,NA,NA,NA,NA,NA,29.3,600,-7,29.3,4286790,29.35,87450,29.4,53970,29.45,29.3,29.3,NA,NA,30140,10151
2026-03-09 06:11:01,STB,63.8,68.2,59.4,2224660,62.4,2280,62.5,6370,62.6,2540,62.7,10,-1.7,62.7,760,62.8,930,62.9,2090,62.7,60.5,59.4,NA,NA,498600,497450
2026-03-09 06:11:01,TCB,31.45,33.65,29.25,2277960,NA,NA,NA,NA,NA,NA,29.25,20,-7,29.25,819890,29.3,70160,29.35,48720,29.8,29.27,29.25,NA,NA,302405,148933
2026-03-09 06:11:01,TPB,16.85,18,15.7,1752420,NA,NA,NA,NA,NA,NA,15.7,100,-6.8,15.7,482270,15.75,49760,15.8,24630,16.5,15.73,15.7,NA,NA,63389,100320
2026-03-09 06:11:01,VCB,61.6,65.9,57.3,1786100,NA,NA,NA,NA,NA,NA,57.3,10,-7,57.3,205760,57.4,9210,57.5,6460,59.7,57.44,57.3,NA,NA,92401,195430
2026-03-09 06:11:01,VHM,95,101.6,88.4,1187650,89,120,89.2,390,89.3,230,89.3,10,-6,89.4,390,89.5,5380,89.6,200,89.9,88.45,88.4,NA,NA,85701,249320
2026-03-09 06:11:01,VIB,16.7,17.85,15.55,1535660,NA,NA,NA,NA,NA,NA,15.55,10,-6.9,15.55,70590,15.6,36270,15.65,24590,15.9,15.58,15.55,NA,NA,24370,29330
2026-03-09 06:11:01,VIC,156.5,167.4,145.6,464240,NA,NA,145.6,30600,145.7,2110,145.7,120,-6.9,146,200,146.1,20,146.3,100,156,146.27,145.6,NA,NA,203894,193023
2026-03-09 06:11:01,VJC,156.4,167.3,145.5,61990,148,210,148.3,10,148.8,310,148.9,200,-4.8,149.2,150,149.3,20,149.5,120,149.6,146.29,145.5,NA,NA,2860,20050
2026-03-09 06:11:01,VNM,62.4,66.7,58.1,1352530,58.1,9570,58.2,7190,58.3,2510,58.3,40,-6.6,58.4,1130,58.5,5200,58.6,1480,59.1,58.24,58.1,NA,NA,319795,196583
2026-03-09 06:11:01,VPB,26.65,28.5,24.8,1690810,NA,NA,NA,NA,NA,NA,24.8,40,-6.9,24.8,1457800,24.85,66690,24.9,14470,25.2,24.81,24.8,NA,NA,64385,120480
2026-03-09 06:11:01,VPL,76.7,82,71.4,98000,NA,NA,NA,NA,NA,NA,71.4,10,-6.9,71.4,15530,71.5,880,71.6,300,76.1,71.55,71.4,NA,NA,11090,23780
2026-03-09 06:11:01,VRE,26.25,28.05,24.45,255890,NA,NA,NA,NA,NA,NA,24.45,10,-6.9,24.45,386190,24.5,9960,24.55,490,25,24.46,24.45,NA,NA,11245,79400
2026-03-09 07:17:10,ACB,23.3,24.9,21.7,3514000,NA,NA,NA,NA,NA,NA,21.7,10,-6.9,21.7,786880,21.75,85840,21.8,14530,22.65,21.77,21.7,NA,NA,138961,336620
2026-03-09 07:17:10,BID,43.55,46.55,40.55,606460,NA,NA,NA,NA,NA,NA,40.55,20,-6.9,40.55,460270,40.6,9490,40.65,4120,41,40.57,40.55,NA,NA,19285,75340
2026-03-09 07:17:10,CTG,35.65,38.1,33.2,1763490,NA,NA,NA,NA,NA,NA,33.2,50,-6.9,33.2,496570,33.25,48420,33.3,32460,33.5,33.21,33.2,NA,NA,7316,192740
2026-03-09 07:17:10,DGC,73.1,78.2,68,955180,71.3,730,71.4,200,71.5,3630,71.6,40,-2.1,71.6,650,71.7,520,71.8,970,77.2,73.71,70,NA,NA,57210,140095
2026-03-09 07:17:10,FPT*,81.6,87.3,75.9,1730260,NA,NA,NA,NA,NA,NA,75.9,10,-7,75.9,781530,76,25410,76.1,12570,76.7,75.96,75.9,NA,NA,129245,342233
2026-03-09 07:17:10,GAS,112.1,119.9,104.3,534120,NA,NA,NA,NA,NA,NA,104.3,10,-7,104.3,54400,104.4,170,104.5,40,116.3,107.69,104.3,NA,NA,105740,37954
2026-03-09 07:17:10,GVR,37.75,40.35,35.15,174590,NA,NA,NA,NA,NA,NA,35.15,10,-6.9,35.15,510500,35.2,24690,35.25,380,35.15,35.15,35.15,NA,NA,10670,49158652
2026-03-09 07:17:10,HDB,25.9,27.7,24.1,2811990,NA,NA,NA,NA,NA,NA,24.1,90,-6.9,24.1,454850,24.15,3390,24.2,4640,25.5,24.14,24.1,NA,NA,211293,264317
2026-03-09 07:17:10,HPG,27.25,29.15,25.35,11994570,NA,NA,NA,NA,NA,NA,25.35,20,-7,25.35,750770,25.4,63210,25.45,24660,26.15,25.42,25.35,NA,NA,509382,839689
2026-03-09 07:17:10,LPB,42.25,45.2,39.3,178560,39.7,40,39.75,80,39.8,20,39.8,250,-5.8,39.95,500,40,7680,40.2,100,42.05,40.81,39.5,NA,NA,20810,18390
2026-03-09 07:17:10,MBB,26.7,28.55,24.85,6967330,NA,NA,NA,NA,NA,NA,24.85,20,-6.9,24.85,364450,24.9,53520,24.95,36460,25.65,24.91,24.85,NA,NA,382700,386210
2026-03-09 07:17:10,MSN,73.3,78.4,68.2,428930,NA,NA,NA,NA,NA,NA,68.2,30,-7,68.2,578430,68.3,2830,68.4,3820,70,68.22,68.2,NA,NA,31802,32430
2026-03-09 07:17:10,MWG,82.7,88.4,77,472180,NA,NA,NA,NA,NA,NA,77,10,-6.9,77,1101160,77.1,1090,77.2,1100,77,77,77,NA,NA,244081,84748
2026-03-09 07:17:10,PLX,62,66.3,57.7,1318840,NA,NA,NA,NA,NA,NA,57.7,50,-6.9,57.7,281620,57.8,2420,57.9,1320,65.9,59.47,57.7,NA,NA,86771,285085
